"kpi","time_grouping","space_boundary","space_grouping","avg_sites_reporting","est_uncertainty"
59.9,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 266, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.171109, 5.56393], [-0.170305, 5.566341], [-0.158448, 5.565674], [-0.15836, 5.565087], [-0.158326, 5.564405], [-0.165736, 5.559601], [-0.168084, 5.560471], [-0.171109, 5.56393]]]}}",266,0.979,1
104,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 313, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.262472, 5.572671], [-0.259847, 5.574297], [-0.255201, 5.573295], [-0.254398, 5.56772], [-0.259696, 5.568161], [-0.262472, 5.572671]]]}}",313,0.983,1
280,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 167, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.222277, 5.554971], [-0.219009, 5.556532], [-0.213974, 5.552188], [-0.216445, 5.543086], [-0.216874, 5.542605], [-0.217168, 5.54259], [-0.218049, 5.542633], [-0.218921, 5.542762], [-0.219776, 5.542975], [-0.220606, 5.543271], [-0.221403, 5.543646], [-0.222159, 5.544097], [-0.222867, 5.54462], [-0.2231, 5.54483], [-0.223962, 5.548653], [-0.223838, 5.552895], [-0.222277, 5.554971]]]}}",167,0.981,1
53.0,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 156, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.266769, 5.573574], [-0.262472, 5.572671], [-0.259696, 5.568161], [-0.262497, 5.565932], [-0.27202, 5.571032], [-0.271849, 5.571711], [-0.271552, 5.572537], [-0.271238, 5.573198], [-0.266769, 5.573574]]]}}",156,0.983,1
386,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 321, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.551405, 5.945418], [-0.551534, 5.944551], [-0.551749, 5.9437], [-0.552046, 5.942875], [-0.552423, 5.942082], [-0.552876, 5.94133], [-0.553401, 5.940626], [-0.553993, 5.939976], [-0.554646, 5.939387], [-0.555354, 5.938865], [-0.55611, 5.938414], [-0.556907, 5.938039], [-0.557737, 5.937744], [-0.558592, 5.937531], [-0.559464, 5.937402], [-0.560345, 5.937359], [-0.561226, 5.937402], [-0.562098, 5.937531], [-0.562953, 5.937744], [-0.563783, 5.938039], [-0.56458, 5.938414], [-0.565336, 5.938865], [-0.566044, 5.939387], [-0.566697, 5.939976], [-0.567289, 5.940626], [-0.567814, 5.94133], [-0.568267, 5.942082], [-0.568644, 5.942875], [-0.568941, 5.9437], [-0.569156, 5.944551], [-0.569285, 5.945418], [-0.569328, 5.946294], [-0.569285, 5.94717], [-0.569156, 5.948037], [-0.568941, 5.948888], [-0.568644, 5.949713], [-0.568267, 5.950506], [-0.567814, 5.951258], [-0.567289, 5.951962], [-0.566697, 5.952612], [-0.566044, 5.953201], [-0.565336, 5.953723], [-0.56458, 5.954174], [-0.563783, 5.954549], [-0.562953, 5.954844], [-0.562098, 5.955057], [-0.561226, 5.955186], [-0.560345, 5.955229], [-0.559464, 5.955186], [-0.558592, 5.955057], [-0.557737, 5.954844], [-0.556907, 5.954549], [-0.55611, 5.954174], [-0.555354, 5.953723], [-0.554646, 5.953201], [-0.553993, 5.952612], [-0.553401, 5.951962], [-0.552876, 5.951258], [-0.552423, 5.950506], [-0.552046, 5.949713], [-0.551749, 5.948888], [-0.551534, 5.948037], [-0.551405, 5.94717], [-0.551362, 5.946294], [-0.551405, 5.945418]]]}}",321,0.923,1
284,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 389, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.303044, 5.65274], [-0.298133, 5.651812], [-0.298689, 5.643343], [-0.303787, 5.643159], [-0.303044, 5.65274]]]}}",389,0.981,1
95.1,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 241, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.223838, 5.552895], [-0.23296, 5.557495], [-0.225334, 5.562178], [-0.222277, 5.554971], [-0.223838, 5.552895]]]}}",241,0.983,1
59.5,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 452, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.178974, 5.556788], [-0.177187, 5.558372], [-0.174129, 5.55665], [-0.168356, 5.548341], [-0.168588, 5.547957], [-0.169113, 5.547252], [-0.169705, 5.546602], [-0.170358, 5.546013], [-0.171066, 5.54549], [-0.171822, 5.545039], [-0.172619, 5.544664], [-0.173449, 5.544369], [-0.174304, 5.544155], [-0.175176, 5.544027], [-0.176057, 5.543984], [-0.176937, 5.544027], [-0.177606, 5.544125], [-0.178974, 5.556788]]]}}",452,0.978,1
282,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 82, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.138059, 5.677502], [-0.136997, 5.685182], [-0.12816, 5.684492], [-0.128041, 5.683695], [-0.127998, 5.682819], [-0.128041, 5.681943], [-0.12817, 5.681075], [-0.128385, 5.680224], [-0.128682, 5.679398], [-0.129058, 5.678605], [-0.129512, 5.677853], [-0.130037, 5.677148], [-0.130629, 5.676498], [-0.131282, 5.675909], [-0.131946, 5.675419], [-0.138059, 5.677502]]]}}",82,0.496,1
131,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 424, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.262141, 5.579397], [-0.261103, 5.5832], [-0.26067, 5.583772], [-0.256392, 5.584322], [-0.256157, 5.58381], [-0.256156, 5.579863], [-0.25985, 5.577777], [-0.261765, 5.578516], [-0.262141, 5.579397]]]}}",424,0.983,1
388,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 363, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.296327, 5.642286], [-0.295258, 5.642957], [-0.289931, 5.642333], [-0.287798, 5.639535], [-0.290505, 5.636095], [-0.295417, 5.636718], [-0.296327, 5.642286]]]}}",363,0.953,1
158,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 177, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.260938, 5.599404], [-0.251141, 5.599663], [-0.255625, 5.596388], [-0.262902, 5.596221], [-0.26291, 5.596246], [-0.263125, 5.597097], [-0.263254, 5.597965], [-0.263258, 5.598043], [-0.260938, 5.599404]]]}}",177,0.659,1
298,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 291, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.071529, 5.66349], [-0.071658, 5.662622], [-0.071873, 5.661771], [-0.07217, 5.660945], [-0.072547, 5.660152], [-0.073, 5.6594], [-0.073525, 5.658695], [-0.074117, 5.658045], [-0.07477, 5.657456], [-0.075478, 5.656933], [-0.076234, 5.656482], [-0.077031, 5.656107], [-0.077861, 5.655812], [-0.078716, 5.655598], [-0.079588, 5.65547], [-0.080469, 5.655427], [-0.08135, 5.65547], [-0.082222, 5.655598], [-0.083077, 5.655812], [-0.083907, 5.656107], [-0.084704, 5.656482], [-0.08546, 5.656933], [-0.086168, 5.657456], [-0.086821, 5.658045], [-0.087413, 5.658695], [-0.087938, 5.6594], [-0.088391, 5.660152], [-0.088768, 5.660945], [-0.089065, 5.661771], [-0.08928, 5.662622], [-0.089409, 5.66349], [-0.089452, 5.664366], [-0.089409, 5.665242], [-0.08928, 5.66611], [-0.089065, 5.666961], [-0.088768, 5.667787], [-0.088391, 5.66858], [-0.087938, 5.669332], [-0.087413, 5.670037], [-0.086821, 5.670687], [-0.086168, 5.671276], [-0.08546, 5.671799], [-0.084704, 5.67225], [-0.083907, 5.672625], [-0.083077, 5.67292], [-0.082222, 5.673133], [-0.08135, 5.673262], [-0.080469, 5.673305], [-0.079588, 5.673262], [-0.078716, 5.673133], [-0.077861, 5.67292], [-0.077031, 5.672625], [-0.076234, 5.67225], [-0.075478, 5.671799], [-0.07477, 5.671276], [-0.074117, 5.670687], [-0.073525, 5.670037], [-0.073, 5.669332], [-0.072547, 5.66858], [-0.07217, 5.667787], [-0.071873, 5.666961], [-0.071658, 5.66611], [-0.071529, 5.665242], [-0.071486, 5.664366], [-0.071529, 5.66349]]]}}",291,0.975,1
182,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 330, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.219368, 5.580579], [-0.207749, 5.577818], [-0.208596, 5.576673], [-0.217531, 5.569583], [-0.219175, 5.571476], [-0.219635, 5.580028], [-0.219368, 5.580579]]]}}",330,0.951,1
196,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 465, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.273235, 5.68145], [-0.27603, 5.683004], [-0.279943, 5.688638], [-0.279937, 5.688747], [-0.279808, 5.689615], [-0.279594, 5.690466], [-0.279297, 5.691292], [-0.27892, 5.692085], [-0.278467, 5.692837], [-0.277942, 5.693542], [-0.27735, 5.694192], [-0.276696, 5.694781], [-0.275988, 5.695303], [-0.275232, 5.695754], [-0.274435, 5.696129], [-0.273605, 5.696425], [-0.27275, 5.696638], [-0.271878, 5.696767], [-0.270997, 5.69681], [-0.270117, 5.696767], [-0.269245, 5.696638], [-0.26839, 5.696425], [-0.26756, 5.696129], [-0.266763, 5.695754], [-0.266007, 5.695303], [-0.265299, 5.694781], [-0.264645, 5.694192], [-0.264053, 5.693542], [-0.263528, 5.692837], [-0.263075, 5.692085], [-0.262698, 5.691292], [-0.26257, 5.690936], [-0.272606, 5.681555], [-0.272945, 5.681371], [-0.273235, 5.68145]]]}}",465,0.983,1
137,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 129, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.17722, 5.561902], [-0.177187, 5.558372], [-0.178974, 5.556788], [-0.182651, 5.556082], [-0.184754, 5.556606], [-0.191462, 5.560415], [-0.191434, 5.560992], [-0.191305, 5.56186], [-0.19109, 5.562711], [-0.190793, 5.563538], [-0.190416, 5.564331], [-0.189963, 5.565083], [-0.189438, 5.565788], [-0.188846, 5.566438], [-0.188193, 5.567027], [-0.187485, 5.56755], [-0.186729, 5.568001], [-0.185932, 5.568376], [-0.185102, 5.568672], [-0.184247, 5.568885], [-0.183375, 5.569014], [-0.182576, 5.569053], [-0.17722, 5.561902]]]}}",129,0.963,1
71.0,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 176, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.242427, 5.536034], [-0.242227, 5.536102], [-0.233953, 5.53809], [-0.238661, 5.525591], [-0.24236, 5.529661], [-0.242427, 5.536034]]]}}",176,0.983,1
271,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 227, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.084895, 5.990115], [-0.082862, 5.987778], [-0.08615, 5.980775], [-0.098113, 5.98471], [-0.098112, 5.984736], [-0.097983, 5.985603], [-0.097769, 5.986454], [-0.097472, 5.987279], [-0.097095, 5.988072], [-0.096641, 5.988824], [-0.096116, 5.989528], [-0.095524, 5.990178], [-0.094871, 5.990766], [-0.094163, 5.991289], [-0.093407, 5.991739], [-0.09261, 5.992114], [-0.09178, 5.99241], [-0.090925, 5.992623], [-0.090053, 5.992751], [-0.089172, 5.992794], [-0.088719, 5.992772], [-0.084895, 5.990115]]]}}",227,0.885,1
91.9,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 259, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.214386, 5.559561], [-0.215031, 5.563227], [-0.213561, 5.562682], [-0.212199, 5.56155], [-0.214386, 5.559561]]]}}",259,0.982,1
119,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 117, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.177375, 5.688806], [-0.177504, 5.687938], [-0.177719, 5.687087], [-0.178016, 5.686261], [-0.178393, 5.685468], [-0.178846, 5.684716], [-0.179371, 5.684011], [-0.179963, 5.683361], [-0.180616, 5.682772], [-0.181324, 5.68225], [-0.18208, 5.681799], [-0.182877, 5.681423], [-0.183707, 5.681128], [-0.184562, 5.680915], [-0.185434, 5.680786], [-0.186315, 5.680743], [-0.187196, 5.680786], [-0.188068, 5.680915], [-0.188923, 5.681128], [-0.189753, 5.681423], [-0.19055, 5.681799], [-0.191306, 5.68225], [-0.192014, 5.682772], [-0.192667, 5.683361], [-0.193259, 5.684011], [-0.193784, 5.684716], [-0.194237, 5.685468], [-0.194614, 5.686261], [-0.194911, 5.687087], [-0.195126, 5.687938], [-0.195255, 5.688806], [-0.195298, 5.689682], [-0.195255, 5.690558], [-0.195126, 5.691426], [-0.194911, 5.692277], [-0.194614, 5.693103], [-0.194237, 5.693896], [-0.193784, 5.694648], [-0.193259, 5.695353], [-0.192667, 5.696003], [-0.192014, 5.696592], [-0.191306, 5.697114], [-0.19055, 5.697565], [-0.189753, 5.69794], [-0.188923, 5.698236], [-0.188068, 5.698449], [-0.187196, 5.698578], [-0.186315, 5.698621], [-0.185434, 5.698578], [-0.184562, 5.698449], [-0.183707, 5.698236], [-0.182877, 5.69794], [-0.18208, 5.697565], [-0.181324, 5.697114], [-0.180616, 5.696592], [-0.179963, 5.696003], [-0.179371, 5.695353], [-0.178846, 5.694648], [-0.178393, 5.693896], [-0.178016, 5.693103], [-0.177719, 5.692277], [-0.177504, 5.691426], [-0.177375, 5.690558], [-0.177332, 5.689682], [-0.177375, 5.688806]]]}}",117,0.983,1
374,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 91, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.264205, 5.607375], [-0.262703, 5.6125], [-0.259871, 5.611539], [-0.258487, 5.609244], [-0.263397, 5.605643], [-0.264205, 5.607375]]]}}",91,0.629,1
79.5,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 312, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.250062, 6.053244], [-0.249906, 6.053861], [-0.249609, 6.054687], [-0.249232, 6.055479], [-0.248779, 6.056231], [-0.248254, 6.056935], [-0.247662, 6.057585], [-0.247009, 6.058173], [-0.246301, 6.058696], [-0.245545, 6.059146], [-0.244748, 6.059521], [-0.243918, 6.059816], [-0.243063, 6.060029], [-0.242191, 6.060158], [-0.24131, 6.060201], [-0.240429, 6.060158], [-0.239557, 6.060029], [-0.238702, 6.059816], [-0.237872, 6.059521], [-0.237075, 6.059146], [-0.236319, 6.058696], [-0.235611, 6.058173], [-0.234958, 6.057585], [-0.234366, 6.056935], [-0.233841, 6.056231], [-0.233388, 6.055479], [-0.233011, 6.054687], [-0.232714, 6.053861], [-0.232499, 6.053011], [-0.23237, 6.052144], [-0.232327, 6.051268], [-0.23237, 6.050392], [-0.232499, 6.049525], [-0.232714, 6.048675], [-0.233011, 6.047849], [-0.233388, 6.047057], [-0.233841, 6.046305], [-0.234366, 6.045601], [-0.234958, 6.044951], [-0.235611, 6.044363], [-0.236319, 6.04384], [-0.237075, 6.04339], [-0.237872, 6.043015], [-0.238702, 6.042719], [-0.239557, 6.042506], [-0.240429, 6.042378], [-0.24131, 6.042335], [-0.242191, 6.042378], [-0.243063, 6.042506], [-0.243918, 6.042719], [-0.244748, 6.043015], [-0.245545, 6.04339], [-0.246301, 6.04384], [-0.246663, 6.044107], [-0.250062, 6.053244]]]}}",312,0.947,1
339,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 203, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.304812, 5.64253], [-0.304916, 5.63828], [-0.31721, 5.634238], [-0.31748, 5.634686], [-0.317856, 5.635479], [-0.318153, 5.636305], [-0.318368, 5.637156], [-0.318497, 5.638024], [-0.31854, 5.6389], [-0.318497, 5.639776], [-0.318368, 5.640644], [-0.318153, 5.641495], [-0.317856, 5.642321], [-0.31748, 5.643114], [-0.317026, 5.643866], [-0.316501, 5.644571], [-0.315909, 5.645221], [-0.315256, 5.64581], [-0.314904, 5.64607], [-0.304812, 5.64253]]]}}",203,0.975,1
254,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 181, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.306975, 5.656251], [-0.303044, 5.65274], [-0.303787, 5.643159], [-0.304812, 5.64253], [-0.314905, 5.64607], [-0.315032, 5.646575], [-0.315161, 5.647442], [-0.315204, 5.648319], [-0.315161, 5.649195], [-0.315032, 5.650063], [-0.314818, 5.650914], [-0.314521, 5.65174], [-0.314144, 5.652533], [-0.31369, 5.653285], [-0.313165, 5.65399], [-0.312573, 5.65464], [-0.31192, 5.655229], [-0.311212, 5.655751], [-0.310456, 5.656203], [-0.309848, 5.656488], [-0.306975, 5.656251]]]}}",181,0.980,1
205,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 134, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.250754, 5.636283], [-0.24767, 5.635936], [-0.242314, 5.631151], [-0.243112, 5.627032], [-0.248215, 5.624258], [-0.248891, 5.62532], [-0.252278, 5.634252], [-0.250754, 5.636283]]]}}",134,0.658,1
256,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 468, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.254079, 5.527752], [-0.256085, 5.532749], [-0.252548, 5.534851], [-0.249613, 5.533288], [-0.252277, 5.526037], [-0.252319, 5.526054], [-0.254079, 5.527752]]]}}",468,0.980,1
212,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 443, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.181564, 5.836325], [-0.181618, 5.836213], [-0.187414, 5.834985], [-0.18748, 5.835016], [-0.188236, 5.835467], [-0.188945, 5.83599], [-0.189598, 5.836579], [-0.19019, 5.837229], [-0.190715, 5.837933], [-0.191168, 5.838685], [-0.191545, 5.839478], [-0.191842, 5.840304], [-0.192056, 5.841154], [-0.192186, 5.842022], [-0.192229, 5.842898], [-0.192186, 5.843774], [-0.192056, 5.844641], [-0.191842, 5.845492], [-0.191545, 5.846318], [-0.191168, 5.84711], [-0.190715, 5.847863], [-0.19019, 5.848567], [-0.189598, 5.849217], [-0.188945, 5.849806], [-0.188236, 5.850328], [-0.18748, 5.850779], [-0.186683, 5.851154], [-0.185853, 5.851449], [-0.184998, 5.851663], [-0.184126, 5.851791], [-0.183246, 5.851834], [-0.182365, 5.851791], [-0.181493, 5.851663], [-0.180638, 5.851449], [-0.179808, 5.851154], [-0.179011, 5.850779], [-0.178255, 5.850328], [-0.177697, 5.849916], [-0.181564, 5.836325]]]}}",443,0.969,1
211,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 437, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.264699, 5.586797], [-0.26067, 5.583772], [-0.261103, 5.5832], [-0.267437, 5.580749], [-0.269579, 5.580654], [-0.264699, 5.586797]]]}}",437,0.943,1
103,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 353, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.237088, 5.632799], [-0.236986, 5.632887], [-0.225772, 5.635453], [-0.224285, 5.633868], [-0.225109, 5.630573], [-0.23089, 5.628707], [-0.233604, 5.629928], [-0.236569, 5.632067], [-0.237088, 5.632799]]]}}",353,0.973,1
401,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 61, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.363176, 5.510686], [-0.362829, 5.510373], [-0.362237, 5.509723], [-0.361712, 5.509018], [-0.361258, 5.508265], [-0.360881, 5.507472], [-0.36084, 5.507357], [-0.363227, 5.497368], [-0.363482, 5.497138], [-0.36419, 5.496615], [-0.364946, 5.496164], [-0.365743, 5.495789], [-0.366573, 5.495493], [-0.367428, 5.49528], [-0.3683, 5.495151], [-0.369181, 5.495108], [-0.370061, 5.495151], [-0.370933, 5.49528], [-0.371788, 5.495493], [-0.372619, 5.495789], [-0.373415, 5.496164], [-0.374172, 5.496615], [-0.37488, 5.497138], [-0.375533, 5.497727], [-0.376125, 5.498377], [-0.37665, 5.499082], [-0.377103, 5.499835], [-0.37748, 5.500628], [-0.377777, 5.501454], [-0.377991, 5.502306], [-0.378121, 5.503174], [-0.378164, 5.50405], [-0.378121, 5.504926], [-0.377991, 5.505794], [-0.377777, 5.506646], [-0.37748, 5.507472], [-0.37716, 5.508146], [-0.363176, 5.510686]]]}}",61,0.982,1
153,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 174, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.167867, 5.667984], [-0.167652, 5.668008], [-0.165702, 5.667958], [-0.165057, 5.667927], [-0.164444, 5.665532], [-0.164476, 5.656829], [-0.165871, 5.655617], [-0.166721, 5.655705], [-0.167867, 5.667984]]]}}",174,0.983,1
289,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 10, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.085649, 6.027274], [-0.086002, 6.027534], [-0.086655, 6.028123], [-0.087247, 6.028772], [-0.087772, 6.029477], [-0.088225, 6.030229], [-0.088602, 6.031021], [-0.088899, 6.031846], [-0.089114, 6.032697], [-0.089243, 6.033564], [-0.089286, 6.03444], [-0.089243, 6.035315], [-0.089114, 6.036183], [-0.088899, 6.037033], [-0.088602, 6.037858], [-0.088225, 6.038651], [-0.087772, 6.039403], [-0.087247, 6.040107], [-0.086655, 6.040757], [-0.086002, 6.041345], [-0.085294, 6.041867], [-0.084538, 6.042318], [-0.083741, 6.042693], [-0.082911, 6.042988], [-0.082056, 6.043201], [-0.081184, 6.04333], [-0.080303, 6.043373], [-0.079422, 6.04333], [-0.07855, 6.043201], [-0.077695, 6.042988], [-0.076865, 6.042693], [-0.076068, 6.042318], [-0.075312, 6.041867], [-0.074604, 6.041345], [-0.073951, 6.040757], [-0.073359, 6.040107], [-0.072834, 6.039403], [-0.072381, 6.038651], [-0.072004, 6.037858], [-0.071707, 6.037033], [-0.071492, 6.036183], [-0.071363, 6.035315], [-0.07132, 6.03444], [-0.071363, 6.033564], [-0.071393, 6.033365], [-0.085649, 6.027274]]]}}",10,0.966,1
192,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 36, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.258074, 5.69453], [-0.258223, 5.69512], [-0.258352, 5.695988], [-0.258395, 5.696864], [-0.258352, 5.69774], [-0.258223, 5.698608], [-0.258008, 5.699459], [-0.257711, 5.700285], [-0.257334, 5.701078], [-0.256881, 5.70183], [-0.256356, 5.702535], [-0.255764, 5.703185], [-0.255111, 5.703774], [-0.254403, 5.704297], [-0.253647, 5.704748], [-0.25285, 5.705123], [-0.25202, 5.705418], [-0.251165, 5.705631], [-0.250293, 5.70576], [-0.249412, 5.705803], [-0.248531, 5.70576], [-0.247659, 5.705631], [-0.246804, 5.705418], [-0.245974, 5.705123], [-0.245177, 5.704748], [-0.244421, 5.704297], [-0.243713, 5.703774], [-0.24306, 5.703185], [-0.242468, 5.702535], [-0.241943, 5.70183], [-0.24149, 5.701078], [-0.241113, 5.700285], [-0.240816, 5.699459], [-0.240601, 5.698608], [-0.240472, 5.69774], [-0.240429, 5.696864], [-0.240472, 5.695988], [-0.24057, 5.695333], [-0.258074, 5.69453]]]}}",36,0.978,1
